date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2022-12-22,3085.8,3096.24,3054.43,3044.6,2236395.25,-13.98,-0.46,3094.318,3137.909,3150.167,2339659.15,2671022.68,3121665.33
2022-12-21,3078.33,3085.8,3068.41,3060.55,1890679.25,-5.36,-0.17,3117.162,3152.201,3151.911,2378426.75,2768352.45,3143587.03
2022-12-20,3098.95,3100.75,3073.77,3061.51,2188367.75,-33.35,-1.07,3138.786,3165.322,3153.336,2531538.05,2933397.6,3212130.79
2022-12-19,3165.31,3170.26,3107.12,3096.1,2785135.5,-60.74,-1.92,3159.298,3179.198,3154.095,2665506.9,3088151.13,3266495.36
2022-12-16,3156.13,3175.35,3167.86,3151.61,2597718.0,-0.79,-0.03,3173.682,3189.667,3152.991,2775243.4,3257036.03,3255261.36
2022-12-15,3177.2,3179.1,3168.65,3158.45,2430233.25,-7.88,-0.25,3181.5,3188.495,3149.46,3002386.2,3305076.7,3275352.6
2022-12-14,3178.55,3189.84,3176.53,3168.59,2656235.75,0.2,0.01,3187.24,3188.177,3146.799,3158278.15,3449066.43,3297355.14
2022-12-13,3179.44,3187.2,3176.33,3171.48,2858212.0,-2.71,-0.09,3191.858,3185.658,3143.971,3335257.15,3556161.18,3316258.28
2022-12-12,3195.87,3196.72,3179.04,3176.58,3333818.0,-27.91,-0.87,3199.098,3183.0,3141.859,3510795.35,3661789.73,3339082.96
2022-12-09,3197.12,3212.11,3206.95,3182.91,3733432.0,9.6,0.3,3205.652,3172.951,3137.077,3738828.65,3634219.2,3353286.18
2022-12-08,3196.02,3206.72,3197.35,3187.26,3209693.0,-2.27,-0.07,3195.49,3162.425,3131.094,3607767.2,3572307.98,3371416.84
2022-12-07,3204.94,3226.08,3199.62,3188.67,3541130.75,-12.91,-0.4,3189.114,3151.621,3123.033,3739854.7,3518821.6,3346118.09
2022-12-06,3200.28,3224.82,3212.53,3195.08,3735903.0,0.72,0.02,3179.458,3141.35,3115.46,3777065.2,3490863.98,3286880.21
2022-12-05,3181.92,3213.44,3211.81,3177.06,4473984.5,55.67,1.76,3166.902,3128.991,3108.058,3812784.1,3444839.6,3228346.06
2022-12-02,3160.58,3170.9,3156.14,3149.84,3078124.75,-9.33,-0.29,3140.25,3116.314,3101.359,3529609.75,3253486.7,3164930.39
2022-12-01,3187.99,3198.41,3165.47,3164.53,3870130.5,14.13,0.45,3129.36,3110.424,3097.092,3536848.75,3245628.5,3175927.53
